N,P,K,PointID,OC,pH,Clay,Silt,Sand
2.6,18.2,206.1,29882126,23.0,5.06,,,
0.7,36.8,112.3,31362156,6.2,7.58,,,
2.2,24.0,213.2,31322030,23.0,6.33,,,
1.7,9.8,141.9,31742060,14.5,6.16,,,
0.5,34.1,180.6,31802062,5.1,7.3,,,
0.9,6.1,160.2,32182144,10.9,8.08,,,
1.5,33.1,299.8,31162160,12.8,7.87,,,
1.2,10.8,231.5,31242162,12.6,7.9,,,
0.6,31.2,124.9,31862062,5.1,5.68,,,
1.8,94.9,415.5,31322156,19.4,7.56,,,
1.7,21.0,579.2,31802070,13.0,7.48,,,
1.6,54.3,422.6,31362170,11.1,7.36,,,
0.9,22.9,119.1,31422166,10.2,7.94,,,
0.7,66.8,239.6,30942150,4.4,8.04,,,
2.3,61.7,314.5,31382158,27.4,7.88,,,
1.0,22.8,100.0,31502156,10.3,7.85,,,
1.6,17.4,256.8,31862188,15.3,7.96,,,
1.4,37.2,226.9,31262164,12.3,7.93,,,
0.9,21.5,323.2,31962030,5.0,7.69,,,
1.2,23.2,482.5,32502018,15.2,7.88,,,
2.0,6.4,333.3,32462086,19.5,7.83,,,
1.0,15.6,234.3,32601934,11.2,7.99,,,
1.9,8.3,325.8,29642308,23.8,5.73,,,
0.4,9.9,111.7,32062046,6.8,8.44,,,
0.9,9.8,226.1,31962040,6.1,8.15,,,
1.2,11.2,97.1,31642068,10.3,5.18,,,
1.2,39.0,247.3,32062006,11.4,7.9,,,
1.3,29.7,373.7,31562162,8.4,7.81,,,
1.6,10.0,145.4,32042038,12.2,7.91,,,
0.9,39.8,231.9,32022028,7.8,6.5,,,
0.9,31.1,170.0,31842046,7.0,6.68,,,
0.8,28.6,178.8,31842060,6.6,7.11,,,
1.5,31.9,613.4,31822072,13.5,7.58,,,
0.9,22.3,83.6,31862074,5.3,5.62,,,
1.0,29.9,392.6,31782036,9.1,7.4,,,
1.4,23.0,149.4,35202144,11.8,7.91,,,
0.9,66.7,100.5,35002164,15.0,8.35,,,
1.1,9.2,129.6,35022162,13.0,8.02,,,
1.5,15.3,170.0,35342162,14.2,8.03,,,
1.0,13.4,183.6,35342172,9.6,8.11,,,
1.4,26.0,134.0,31542174,10.2,8.16,,,
1.1,15.0,147.5,33721992,10.1,8.06,,,
1.7,26.5,255.1,34962146,15.1,8.14,,,
1.2,12.4,414.0,33582030,14.2,8.1,,,
2.1,32.7,262.6,33642042,22.2,8.02,,,
1.3,21.1,271.0,33642028,10.8,8.1,,,
1.9,51.6,470.9,33602034,14.4,8.01,,,
0.9,5.6,240.9,33682052,4.0,8.04,,,
0.9,23.7,155.6,32881872,2.5,8.12,,,
2.1,21.8,295.0,33622018,22.0,7.87,,,
2.4,39.2,385.6,34642178,24.1,7.86,,,
0.9,20.7,121.3,34642170,5.3,8.15,,,
1.9,26.3,89.3,34622162,15.4,8.07,,,
2.0,32.4,293.3,35042146,17.7,8.04,,,
1.6,18.6,113.2,34662184,20.2,7.98,,,
1.5,37.0,234.6,34582178,12.0,7.97,,,
1.4,35.6,104.1,34542186,16.5,8.07,,,
1.8,15.5,386.9,35162140,14.7,7.78,,,
1.2,25.7,77.2,34522176,12.1,8.17,,,
1.2,15.8,121.2,34882144,14.0,8.14,,,
1.7,56.3,411.5,34582186,16.4,7.91,,,
1.8,40.6,235.9,34742218,17.7,7.83,,,
2.1,24.2,54.9,34982136,19.7,8.01,,,
1.9,56.9,351.4,35182142,30.0,7.55,,,
1.2,8.9,158.3,35002146,6.9,8.39,,,
1.1,26.3,194.6,32981868,9.1,8.04,,,
1.8,43.2,275.5,34562164,20.6,7.82,,,
1.2,27.3,280.1,32861850,11.9,8.07,,,
0.7,15.8,269.0,32901878,7.8,8.24,,,
0.8,15.5,257.9,33241828,8.5,8.33,,,
0.5,6.7,201.3,33261816,10.6,8.5,,,
0.8,24.5,137.6,33281826,9.6,8.36,,,
0.9,89.3,422.7,33341814,10.9,8.23,,,
1.4,36.4,178.0,33001852,7.9,8.2,,,
0.3,7.5,102.5,32981822,22.2,8.28,,,
0.5,21.2,243.8,32941850,20.7,8.56,,,
1.3,27.3,508.7,33441856,6.3,8.12,,,
1.0,20.2,224.3,32881840,13.5,8.32,,,
1.2,22.0,223.3,32861824,33.1,8.16,,,
0.9,11.7,193.5,32801814,7.7,8.28,,,
0.8,19.9,214.3,32901816,13.1,8.39,,,
0.6,19.6,173.4,32861814,5.7,8.4,,,
1.3,23.9,216.2,34482180,14.4,7.9,,,
1.4,54.1,693.3,32981850,16.1,8.29,,,
0.6,16.1,210.3,33081856,1.3,8.21,,,
1.1,10.2,63.3,34822142,27.2,8.16,,,
1.2,66.4,345.7,33001862,5.7,7.66,,,
0.7,9.5,199.3,33081874,4.6,8.22,,,
0.8,16.4,190.8,33261874,4.3,8.17,,,
1.0,19.1,135.8,33321866,10.6,8.12,,,
1.1,25.0,142.7,33241858,16.9,8.15,,,
0.5,11.1,177.3,33161828,45.6,8.48,,,
1.2,24.9,277.1,33101854,9.1,8.15,,,
1.2,17.8,169.7,32901870,8.0,8.03,,,
1.2,38.0,383.6,33041856,2.8,8.02,,,
1.5,38.7,148.1,33061854,18.9,8.04,,,
0.7,25.4,118.2,33001834,14.5,8.24,,,
1.4,10.7,175.0,33221838,5.2,8.05,,,
1.1,25.0,411.0,33341832,10.2,8.06,,,
1.1,24.2,288.8,33481868,8.9,8.22,,,
0.7,7.2,145.9,33301858,2.6,8.15,,,
0.5,25.3,98.7,30902146,4.0,6.86,,,
1.2,15.0,316.8,31762214,10.2,7.88,,,
0.6,8.5,125.2,31742212,4.2,8.25,,,
1.4,27.8,187.3,31142216,11.9,7.94,,,
1.7,33.2,174.1,31142218,15.2,7.99,,,
1.4,12.6,151.9,31182218,12.9,7.74,,,
1.2,15.1,422.9,31682218,10.1,8.01,,,
0.8,5.7,112.4,31162232,6.6,7.93,,,
1.3,27.3,158.5,31582214,15.0,8.1,,,
0.9,42.8,404.2,33441690,4.9,8.21,,,
1.5,80.5,624.5,33341696,6.3,8.02,,,
1.3,85.3,613.1,33581694,16.5,8.25,,,
0.9,45.5,233.9,33521706,7.2,8.32,,,
1.1,39.4,323.9,33561702,9.3,8.21,,,
2.1,37.3,131.5,34882166,20.7,7.94,,,
1.5,11.3,141.2,31162226,10.2,8.18,,,
2.7,63.9,95.8,31742234,29.1,7.4,,,
1.4,9.7,263.1,31822198,8.8,8.02,,,
1.5,10.9,308.5,31802196,15.5,8.06,,,
1.9,21.9,149.5,31742198,21.1,7.95,,,
1.2,8.3,203.1,31722206,11.2,7.94,,,
1.2,9.6,127.3,31742208,19.8,7.97,,,
0.8,5.0,125.8,31842222,8.7,8.1,,,
0.7,21.9,134.8,31722218,5.7,7.84,,,
1.3,13.3,291.5,31802232,17.0,7.9,,,
1.8,22.3,305.5,31342232,17.5,7.89,,,
2.0,17.1,314.0,31282230,24.4,7.67,,,
1.3,11.3,148.3,31582236,16.1,8.06,,,
1.7,15.4,403.6,31662226,29.2,7.82,,,
1.2,13.3,269.0,31722228,15.7,8.14,,,
0.5,19.2,70.5,31542218,3.6,7.98,,,
1.7,18.5,196.9,31802236,21.5,7.82,,,
1.4,18.1,159.6,34782164,16.0,8.0,,,
0.8,10.0,302.5,32701660,7.1,8.09,,,
1.7,119.3,461.9,34702166,15.0,7.98,,,
1.7,41.6,355.3,34682160,12.9,8.11,,,
1.4,21.7,181.2,34682152,15.2,8.03,,,
1.2,18.1,101.4,34762142,17.0,8.04,,,
1.5,17.9,191.8,34662148,15.6,8.03,,,
1.5,12.3,106.3,34982150,14.7,7.95,,,
1.2,9.9,107.6,34822164,12.9,8.19,,,
2.3,45.7,451.2,34642142,22.0,7.98,,,
1.6,25.9,188.9,34762168,14.4,7.91,,,
1.1,11.5,58.3,34782170,9.1,8.04,,,
1.0,14.8,116.6,34742170,10.3,8.06,,,
1.2,25.6,64.5,34762150,5.6,8.18,,,
0.3,38.3,126.3,30342138,2.2,6.32,,,
1.1,11.5,136.5,34802162,8.0,8.14,,,
1.8,59.2,474.3,33081708,23.3,7.84,,,
1.4,74.4,555.5,33441708,12.4,7.86,,,
1.3,26.3,375.6,32721676,10.6,7.97,,,
0.9,7.7,387.0,33301706,12.7,8.0,,,
1.2,40.5,379.5,32901694,11.9,8.1,,,
2.1,12.9,128.5,34922156,17.3,7.9,,,
1.6,49.5,691.0,33141710,12.4,7.99,,,
1.7,7.0,24.8,34782138,13.6,8.19,,,
1.4,33.7,176.7,34582172,8.0,7.94,,,
1.4,20.5,188.7,34942160,16.1,8.19,,,
1.3,31.9,303.7,34602156,11.1,8.17,,,
1.8,18.8,178.4,34602152,16.7,8.01,,,
2.4,27.5,188.5,34522152,24.6,7.71,,,
0.7,15.5,114.0,28361748,7.0,5.92,,,
1.7,24.6,182.7,32761912,32.5,8.03,,,
1.1,30.5,370.9,32701912,12.7,8.14,,,
0.9,25.1,368.1,32921902,12.6,8.09,,,
0.3,12.8,182.3,33221886,2.7,8.33,,,
0.9,24.1,284.9,32981912,8.3,7.94,,,
0.7,9.5,75.2,30222150,4.7,8.33,,,
1.7,23.8,125.0,27921800,16.5,5.63,,,
1.1,7.9,319.4,32861892,12.4,8.04,,,
0.5,7.8,76.1,28501736,4.8,6.93,,,
1.0,10.2,582.7,29381732,12.8,7.96,,,
0.6,31.5,201.1,28581744,9.6,8.02,,,
1.1,9.9,475.9,28241746,11.5,7.91,,,
1.3,5.4,56.0,27981792,7.9,6.53,,,
0.5,6.3,215.2,33161904,9.0,8.18,,,
0.9,25.0,263.5,32501904,10.7,8.15,,,
1.2,18.0,347.6,32581918,21.0,7.86,,,
1.0,22.9,684.8,32621922,8.8,7.88,,,
1.6,30.3,362.5,32561908,14.2,7.89,,,
1.5,9.9,183.4,32421926,13.4,7.55,,,
1.7,39.3,610.8,32281920,14.6,7.49,,,
0.4,20.9,184.7,32241920,4.6,8.38,,,
0.8,48.7,358.5,32701894,6.8,7.6,,,
1.0,10.3,218.4,32361928,11.3,8.22,,,
0.4,4.6,74.8,32741898,3.5,7.33,,,
0.7,34.1,456.6,32901888,8.6,8.23,,,
1.1,9.6,326.7,32821888,9.9,7.89,,,
0.3,13.3,255.0,32441900,1.4,8.16,,,
0.7,37.5,185.2,32861886,6.1,7.05,,,
2.1,36.5,236.1,32461916,19.3,8.03,,,
0.9,17.6,90.3,30881968,7.3,7.73,,,
1.0,9.9,234.6,28421754,16.6,7.82,,,
1.5,19.4,108.8,31081962,9.6,7.67,,,
1.0,16.3,151.4,31321922,8.9,7.72,,,
0.8,35.8,381.5,31141966,5.7,8.12,,,
0.9,7.6,136.3,31461924,8.2,6.66,,,
1.0,10.7,195.6,31361918,8.9,8.04,,,
1.2,114.2,354.8,31001954,10.2,7.4,,,
0.9,27.5,615.5,31521898,9.6,8.29,,,
1.1,12.7,122.3,31201952,8.7,5.95,,,
2.0,145.2,683.1,31321886,14.7,7.85,,,
1.4,15.7,132.6,31321900,13.5,7.04,,,
1.1,17.4,340.6,31361882,7.6,8.24,,,
1.5,10.3,361.8,31261890,17.0,8.1,,,
0.9,6.2,40.1,30881910,8.3,5.85,,,
1.0,4.6,27.8,30541930,11.4,5.64,,,
0.6,6.3,214.6,30901972,3.5,8.05,,,
1.0,18.3,315.4,30661974,11.3,8.0,,,
0.3,6.0,282.9,33141880,6.3,8.3,,,
0.9,12.7,116.6,31301956,6.7,7.92,,,
1.1,16.2,116.6,30561964,12.1,6.33,,,
0.4,24.0,97.7,31341952,3.4,6.76,,,
0.4,13.8,75.1,31321954,3.4,7.97,,,
0.8,23.7,544.2,31561934,11.7,8.2,,,
0.2,9.4,60.2,31101964,1.8,6.96,,,
0.9,17.9,252.9,31421950,10.4,8.23,,,
1.2,35.7,218.4,28301756,9.9,7.88,,,
1.0,7.7,242.1,30541984,8.4,7.81,,,
1.0,9.6,325.8,31561952,14.3,8.15,,,
0.9,14.1,81.6,31381934,3.9,8.14,,,
0.9,16.2,263.8,31501930,10.9,8.17,,,
0.8,11.9,122.7,31361940,3.7,8.18,,,
1.1,15.0,253.2,31301938,7.5,8.15,,,
1.1,11.0,423.3,31441936,15.2,8.17,,,
1.0,8.6,158.2,33722190,10.3,8.45,,,
1.0,14.5,217.0,33382110,9.6,8.1,,,
2.7,36.2,107.2,33902172,23.5,7.82,,,
1.6,35.4,237.7,33762184,17.8,8.14,,,
1.4,4.5,177.3,33822186,13.6,8.22,,,
1.8,38.0,146.7,33882200,17.3,7.9,,,
1.5,24.8,205.6,33922200,14.1,8.01,,,
2.1,40.6,104.2,33902190,14.2,7.8,,,
4.2,127.0,312.7,33842210,33.6,7.37,,,
1.4,23.0,157.6,34082226,13.9,7.9,,,
3.5,62.8,699.5,34502224,29.2,7.24,,,
2.3,29.9,217.7,34142224,17.0,7.73,,,
1.7,12.4,100.0,34262234,11.8,8.03,,,
1.2,25.0,265.4,32541924,11.0,8.05,,,
1.4,15.8,180.8,33842206,13.6,8.09,,,
1.8,19.5,187.7,33882218,17.4,7.98,,,
1.5,24.1,328.7,31602252,9.6,8.04,,,
1.3,20.5,289.9,34402178,12.2,7.65,,,
1.6,48.7,250.4,34362178,13.3,7.82,,,
1.5,50.0,189.9,34362190,11.1,7.9,,,
1.5,19.2,267.3,34482192,12.3,7.91,,,
1.3,19.1,108.5,34162184,10.5,7.79,,,
2.1,29.8,292.7,33922196,19.4,7.9,,,
1.6,21.0,160.9,33942216,16.1,7.94,,,
2.1,22.7,313.1,33322114,17.3,7.86,,,
1.5,14.2,143.0,33842218,10.7,8.0,,,
1.5,24.5,191.9,33962182,9.0,7.94,,,
2.0,50.1,308.2,33942180,15.2,7.76,,,
1.8,78.9,379.2,34022174,14.9,7.95,,,
1.6,33.6,168.8,33862186,14.1,7.94,,,
2.7,12.7,139.8,33862190,24.5,7.67,,,
1.4,6.4,128.9,33962206,10.2,7.96,,,
0.3,9.1,111.7,32361906,2.8,8.32,,,
1.8,24.5,191.0,34362226,17.6,6.69,,,
0.8,20.2,359.8,32781920,10.6,8.17,,,
0.8,28.0,333.6,32181914,10.8,8.1,,,
0.7,12.0,220.6,32721928,10.6,8.12,,,
0.6,21.0,327.7,32761930,6.1,7.94,,,
1.5,8.3,444.8,32321928,17.6,7.7,,,
1.3,20.8,346.9,32941918,11.0,8.0,,,
1.1,23.5,623.4,32601908,9.8,7.65,,,
0.9,47.7,625.7,32521894,7.2,7.91,,,
1.0,12.4,232.2,32401912,11.0,8.11,,,
1.4,10.6,588.6,32681896,12.3,7.96,,,
0.6,13.4,263.9,32961880,4.8,8.22,,,
1.0,24.6,512.1,33081892,12.5,8.03,,,
0.8,5.0,115.4,30381978,14.5,8.23,,,
0.8,18.8,298.9,32521900,8.1,8.21,,,
0.7,12.7,97.3,32181928,6.7,8.24,,,
1.3,12.5,337.4,32621882,11.3,8.04,,,
1.1,24.3,176.9,32601880,12.5,8.1,,,
1.5,29.9,132.6,32501886,10.0,7.85,,,
1.0,20.0,166.7,32461888,9.1,8.06,,,
0.7,9.4,311.0,32361896,6.0,8.03,,,
1.0,35.6,159.5,32341900,11.6,8.12,,,
0.4,21.1,319.2,32481900,3.9,8.23,,,
1.0,31.7,211.2,32281906,12.5,7.92,,,
1.9,55.8,283.7,32501932,22.0,7.96,,,
1.1,27.5,204.1,32121918,11.5,8.17,,,
0.9,14.4,221.6,32161912,9.3,8.03,,,
0.6,28.1,433.5,32161908,6.2,8.21,,,
1.9,84.6,223.8,32261940,18.8,7.93,,,
0.7,20.8,115.7,32201926,8.5,8.5,,,
1.1,43.5,382.9,32701918,10.0,7.9,,,
1.3,68.5,697.7,32261904,10.0,7.64,,,
1.2,9.4,253.6,30302194,9.9,7.69,,,
0.4,20.9,55.2,30462170,2.8,5.8,,,
0.7,22.6,63.8,29702162,5.5,4.93,,,
0.7,26.1,109.0,29762162,4.8,5.27,,,
0.5,25.9,21.4,29762168,3.7,5.18,,,
1.4,8.9,81.4,29722178,12.4,4.88,,,
0.9,46.2,101.0,29842170,7.0,5.06,,,
0.5,7.5,30.2,29782170,3.0,5.85,,,
0.7,16.0,61.3,29982180,4.9,5.1,,,
0.3,14.1,55.3,30082172,2.4,4.83,,,
1.2,39.6,419.2,30222190,9.3,8.4,,,
0.7,27.0,210.8,30202188,4.6,7.33,,,
0.8,19.0,142.2,30182196,6.1,6.91,,,
1.3,17.4,323.9,30262190,9.3,8.24,,,
0.7,11.0,227.5,30242188,5.6,7.54,,,
0.9,24.7,186.1,28961916,13.3,8.17,,,
2.3,12.0,50.5,29722186,21.3,5.08,,,
1.1,23.0,271.8,29001908,10.8,6.1,,,
0.7,19.3,243.6,31521920,5.4,8.17,,,
1.0,24.5,229.8,28461908,10.8,6.45,,,
1.3,15.5,506.8,28741912,12.8,7.76,,,
0.8,12.3,147.8,28761906,8.1,6.33,,,
0.8,12.4,167.5,28621900,8.2,8.05,,,
1.0,20.1,629.5,28781920,8.6,7.62,,,
1.2,5.9,27.6,29682168,10.3,5.31,,,
0.8,12.2,227.4,28721896,8.6,8.13,,,
0.5,33.7,94.0,30482176,3.3,4.71,,,
0.1,9.1,51.0,29041898,1.6,6.36,,,
0.7,11.0,147.1,28921890,8.3,8.16,,,
0.6,21.7,339.1,28941888,6.7,8.15,,,
0.6,58.4,259.3,28861884,6.7,6.29,,,
0.8,9.4,109.1,28901914,6.4,7.01,,,
0.7,10.2,262.9,29041888,8.6,8.03,,,
1.5,44.6,425.9,28661894,12.1,7.12,,,
0.4,7.3,148.6,30182170,2.7,8.24,,,
0.8,21.8,153.1,30442178,6.4,7.85,,,
0.5,21.3,91.2,30362152,3.6,6.46,,,
0.9,37.2,241.3,30382148,6.1,7.63,,,
0.9,11.4,169.0,30282174,6.5,7.87,,,
1.5,128.7,512.3,30202184,10.7,7.19,,,
0.5,6.5,82.8,30402160,1.0,8.48,,,
1.2,48.5,366.4,30142178,6.8,7.65,,,
0.3,19.6,97.9,30422164,2.3,5.73,,,
0.8,17.6,120.8,30122158,5.0,6.85,,,
0.5,14.0,128.2,30242156,4.0,6.0,,,
0.4,24.9,91.4,30302158,1.7,5.02,,,
0.6,38.1,123.5,30322152,3.7,6.98,,,
0.5,14.5,70.2,30302150,1.3,7.92,,,
1.6,27.3,309.2,33061810,17.8,7.61,,,
0.9,22.8,253.6,30162184,5.5,8.14,,,
1.0,10.5,339.1,29402144,7.8,5.44,,,
0.2,9.4,46.5,30422170,1.6,5.43,,,
1.3,24.0,110.1,29942176,11.2,5.78,,,
1.1,8.1,38.1,30022184,13.2,5.05,,,
0.7,34.3,311.1,30082168,6.3,7.1,,,
1.2,32.5,368.2,30102164,9.6,7.74,,,
0.8,9.5,111.0,29982166,6.4,5.55,,,
0.5,7.9,111.7,30382162,3.5,8.34,,,
1.2,30.0,223.6,29402158,9.8,5.5,,,
1.0,37.5,211.8,28681916,8.7,6.74,,,
0.8,11.1,56.1,29362142,6.6,4.76,,,
1.1,81.4,222.5,29202138,10.3,5.62,,,
0.7,16.8,38.4,29282160,6.1,5.59,,,
0.7,30.8,25.3,29262144,7.5,4.99,,,
1.0,11.4,69.6,29342128,8.2,5.26,,,
0.8,10.8,31.2,29482162,6.6,4.96,,,
1.1,48.4,229.7,30282264,9.3,7.37,,,
1.6,41.4,146.5,29582312,13.7,5.05,,,
1.2,6.2,35.4,30122298,10.2,4.57,,,
1.7,49.4,343.5,30342270,12.1,6.24,,,
1.1,12.7,90.1,30242300,9.3,4.66,,,
1.0,9.5,74.3,30122294,8.9,4.8,,,
1.4,28.4,69.5,30142296,13.0,5.12,,,
2.5,6.8,71.5,30062278,36.4,4.47,,,
1.4,11.7,52.4,30302302,9.7,6.09,,,
1.2,50.3,90.5,30002290,9.5,4.48,,,
1.1,23.8,156.7,30322260,7.0,5.47,,,
1.5,25.8,205.3,30322254,10.5,7.62,,,
1.0,18.3,134.8,30242254,8.0,6.11,,,
1.8,11.5,64.8,29902268,38.6,5.32,,,
1.2,49.2,280.8,30262286,8.3,5.97,,,
0.7,22.5,157.6,28721932,6.3,6.01,,,
1.8,78.4,475.4,30082276,12.0,5.35,,,
0.8,44.8,47.2,30022270,7.1,4.32,,,
0.6,19.6,67.4,30202148,4.3,6.22,,,
1.2,69.3,920.9,31321930,10.4,6.98,,,
7.9,25.8,132.7,29822380,102.9,4.68,,,
6.7,26.6,150.4,29782340,90.2,4.57,,,
1.7,61.1,268.0,30322278,10.9,6.5,,,
1.3,4.9,54.0,30162292,15.4,5.3,,,
1.4,33.6,81.8,30202284,12.9,6.83,,,
3.2,6.8,138.0,29562318,28.7,5.79,,,
1.0,31.6,138.8,30342282,9.1,6.29,,,
1.1,8.1,28.2,29962260,13.7,4.72,,,
1.5,37.7,144.9,30302288,11.3,6.08,,,
1.3,44.1,211.4,30322286,8.9,6.76,,,
1.1,21.9,167.8,30362278,9.4,6.7,,,
4.3,26.9,228.2,32682328,49.8,5.6,,,
0.6,13.7,96.9,32821762,5.5,8.36,,,
0.9,57.1,262.4,33601746,13.0,7.97,,,
2.0,28.1,866.0,33321782,22.6,7.72,,,
0.9,12.0,184.2,33441780,22.3,8.15,,,
0.8,5.7,271.5,33001754,10.5,8.19,,,
1.4,32.6,761.2,32901744,15.7,7.96,,,
6.4,38.6,281.9,32642320,102.1,4.88,,,
0.7,13.7,334.4,33141740,2.2,8.0,,,
2.4,34.4,110.6,32762332,26.5,7.19,,,
4.6,18.5,157.2,32722342,72.6,5.66,,,
2.3,5.7,89.8,32762344,31.3,5.45,,,
1.2,5.9,38.1,29341948,10.8,5.45,,,
0.8,22.4,55.4,29181908,6.6,5.72,,,
0.9,107.7,462.1,33481792,23.2,8.19,,,
1.5,5.3,143.2,30422296,12.9,5.4,,,
2.4,15.0,148.1,29722312,27.6,4.89,,,
4.0,43.8,163.8,29502304,33.6,5.27,,,
1.1,33.7,164.8,30242272,8.3,6.54,,,
1.4,44.0,126.5,30202274,10.8,7.75,,,
1.1,44.1,119.6,30202278,7.8,5.58,,,
2.5,7.3,116.2,30142268,21.0,5.75,,,
1.3,14.5,202.9,30261988,10.4,7.42,,,
1.5,7.3,68.2,30422300,17.5,4.65,,,
0.8,5.6,84.0,30362296,7.3,5.3,,,
1.9,6.5,204.6,29862316,19.5,4.69,,,
2.8,7.9,228.5,29822326,25.0,7.24,,,
1.0,12.2,151.9,30022296,8.8,5.71,,,
1.1,9.4,39.3,30082268,8.7,5.23,,,
6.7,6.0,34.3,28822460,77.3,5.05,,,
5.1,6.3,25.0,28102420,70.8,5.19,,,
7.0,32.0,78.3,28542426,144.1,4.55,,,
2.0,19.7,266.9,28442422,18.8,5.23,,,
1.3,21.5,134.7,31741938,7.5,8.15,,,
4.5,21.8,51.7,28742448,45.1,5.26,,,
6.7,15.8,39.4,28802416,63.6,4.89,,,
5.6,7.6,84.7,28822438,52.1,4.85,,,
1.5,8.0,203.7,28422424,13.2,5.02,,,
1.2,29.3,472.0,32561992,15.9,7.97,,,
0.7,18.8,161.3,32221972,20.4,8.15,,,
1.2,7.7,332.1,32341984,14.9,7.51,,,
1.3,14.9,212.0,32401984,12.9,7.62,,,
0.8,13.6,321.8,32341990,9.5,7.98,,,
0.7,13.0,283.7,32361996,1.5,8.17,,,
1.4,40.1,343.9,32421998,24.8,7.48,,,
5.6,50.4,90.1,27962406,55.5,5.22,,,
0.5,8.5,93.6,32461996,33.6,7.99,,,
1.2,11.8,398.2,32441984,15.4,7.52,,,
0.6,16.0,143.8,32761954,4.2,7.6,,,
0.8,5.0,290.4,32721942,6.7,8.22,,,
0.6,8.3,219.8,32761976,5.5,8.03,,,
9.3,6.0,32.8,27742406,116.1,4.51,,,
0.5,15.1,275.2,32741970,11.0,8.27,,,
1.0,13.8,281.3,31581972,13.8,7.8,,,
5.5,12.6,41.7,27882424,72.9,4.55,,,
1.3,22.2,188.2,31561992,14.4,7.86,,,
1.1,20.5,223.3,31661988,9.4,8.17,,,
1.3,8.1,106.8,31621980,10.1,8.35,,,
0.9,29.4,248.9,31521980,11.3,8.28,,,
0.8,9.6,70.0,31601946,7.0,8.25,,,
0.6,7.2,101.3,31601976,1.8,8.38,,,
1.1,8.4,288.8,31481998,8.5,7.85,,,
1.1,7.2,156.9,31541994,1.3,7.74,,,
0.6,9.9,158.6,31461986,9.3,8.33,,,
1.2,10.8,166.8,31561974,10.2,8.11,,,
0.9,7.7,147.6,31681930,9.8,8.21,,,
1.7,24.4,127.8,33481840,22.8,8.17,,,
0.8,10.5,159.4,31561978,13.1,8.25,,,
5.2,14.0,51.7,28202386,62.7,4.16,,,
1.5,66.5,281.2,32221966,21.8,7.98,,,
4.5,7.2,32.2,27742394,73.3,4.73,,,
9.0,34.0,110.7,27942398,89.4,4.97,,,
9.0,16.5,51.3,27962388,113.8,5.06,,,
3.1,75.1,161.5,28142384,34.3,5.67,,,
7.7,7.8,45.1,28322384,95.0,4.39,,,
1.1,19.3,251.5,31681958,5.9,7.56,,,
7.4,22.9,85.0,27922412,121.6,5.14,,,
7.4,31.1,93.4,28342404,103.2,4.65,,,
4.1,5.9,47.3,28482404,43.1,4.22,,,
6.3,60.6,127.9,28782402,67.1,4.99,,,
0.6,5.3,100.6,31402008,5.4,6.95,,,
1.5,30.2,146.0,31561970,8.7,7.43,,,
2.0,9.2,163.1,35062076,21.6,7.72,,,
2.4,5.5,37.8,28482326,37.7,4.64,,,
4.0,80.2,57.6,29242332,42.9,4.54,,,
7.6,25.9,38.0,28642352,103.6,4.83,,,
3.2,66.2,158.7,28682348,33.5,5.15,,,
1.9,97.5,215.7,28742340,18.7,5.94,,,
3.2,23.4,525.7,28742344,39.9,5.44,,,
3.6,34.1,90.3,28662332,42.3,5.1,,,
1.6,5.7,101.3,28542300,14.7,4.8,,,
1.3,61.5,69.2,28622326,13.2,4.81,,,
1.8,38.9,51.2,28682298,18.9,4.86,,,
2.1,131.7,53.5,28542318,25.7,4.63,,,
4.9,10.5,103.4,28882332,68.7,4.83,,,
3.0,35.8,230.4,28782334,27.5,6.01,,,
3.9,13.0,48.2,29102326,73.0,4.27,,,
1.1,37.9,497.3,32281970,14.6,7.97,,,
5.1,6.4,49.8,28502334,74.1,4.83,,,
5.3,7.1,47.9,28222270,100.9,4.93,,,
0.6,13.3,210.7,31921920,4.6,8.36,,,
4.2,9.1,63.3,28542282,52.5,4.97,,,
3.3,10.9,76.1,28502280,38.9,5.03,,,
0.9,40.1,133.4,28662272,8.4,5.44,,,
4.4,26.8,93.3,28762270,60.8,4.41,,,
5.2,39.2,50.8,28562290,64.2,4.94,,,
2.9,7.4,72.2,28402306,48.1,4.75,,,
4.8,8.5,46.4,28362282,58.2,4.96,,,
2.3,91.2,18.9,28722310,26.8,4.52,,,
5.8,7.8,86.8,28382268,110.5,4.8,,,
1.9,67.8,178.6,28702278,19.4,5.15,,,
3.1,64.6,153.4,28682284,36.9,5.39,,,
4.6,8.3,112.9,28782280,72.2,5.14,,,
2.4,7.4,64.8,28742296,41.6,4.39,,,
1.8,36.2,59.0,28722300,22.8,4.67,,,
3.5,11.8,72.8,28762288,53.2,4.73,,,
1.6,17.5,850.0,32481972,20.5,7.96,,,
0.7,29.4,299.5,32501940,7.2,8.0,,,
1.2,24.2,374.3,32441948,20.9,7.69,,,
1.0,23.6,385.7,32501950,7.1,7.88,,,
0.9,36.3,293.4,32521944,10.0,7.7,,,
0.7,28.7,137.5,32601938,14.9,8.03,,,
0.8,9.7,221.0,32641952,1.2,8.24,,,
1.1,14.2,141.3,32001982,17.9,7.67,,,
0.5,23.9,44.5,32501958,8.2,8.43,,,
0.9,5.8,259.6,32461960,0.3,8.17,,,
0.9,15.5,266.7,32361968,6.6,8.03,,,
1.0,7.0,584.2,32401972,6.8,7.74,,,
0.8,15.1,441.1,32241980,18.2,8.13,,,
